Year,Replication #,Replication #,DSA 1,DSA 2,DSA 3,DSA 4,DSA 5,DSA 6,DSA 7,DSA 8,DSA 9,DSA 10,DSA 11,DSA 12,DSA 13,DSA 14,DSA 15,DSA 16,DSA 17,DSA 18,DSA 19,DSA 20,DSA 21,DSA 22,DSA 23,DSA 24,DSA 25,DSA 26,DSA 27,DSA 28,DSA 29,DSA 30,DSA 31,DSA 32,DSA 33,DSA 34,DSA 35,DSA 36,DSA 37,DSA 38,DSA 39,DSA 40,DSA 41,DSA 42,DSA 43,DSA 44,DSA 45,DSA 46,DSA 47,DSA 48,DSA 49,DSA 50,DSA 51,DSA 52,DSA 53,DSA 54,DSA 55,DSA 56,DSA 57,DSA 58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,106.0,50.0,116.0,284.0,6.0,382.0,88.0,114.0,19.0,86.0,44.0,152.0,181.0,127.0,232.0,13.0,35.0,321.0,130.0,86.0,148.0,219.0,116.0,221.0,185.0,150.0,0.0,126.0,66.0,150.0,52.0,87.0,0.0,0.0,0.0,72.0,325.0,0.0,110.0,0.0,31.0,45.0,82.0,72.0,367.0,226.0,0.0,66.0,128.0,66.0,242.0,115.0,224.0,52.0,118.0,133.0,73.0,96.0
