Year,Replication #,Replication #,DSA 1,DSA 2,DSA 3,DSA 4,DSA 5,DSA 6,DSA 7,DSA 8,DSA 9,DSA 10,DSA 11,DSA 12,DSA 13,DSA 14,DSA 15,DSA 16,DSA 17,DSA 18,DSA 19,DSA 20,DSA 21,DSA 22,DSA 23,DSA 24,DSA 25,DSA 26,DSA 27,DSA 28,DSA 29,DSA 30,DSA 31,DSA 32,DSA 33,DSA 34,DSA 35,DSA 36,DSA 37,DSA 38,DSA 39,DSA 40,DSA 41,DSA 42,DSA 43,DSA 44,DSA 45,DSA 46,DSA 47,DSA 48,DSA 49,DSA 50,DSA 51,DSA 52,DSA 53,DSA 54,DSA 55,DSA 56,DSA 57,DSA 58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,130.0,41.0,257.0,808.0,19.0,888.0,164.0,202.0,31.0,147.0,57.0,236.0,252.0,106.0,248.0,20.0,55.0,434.0,149.0,128.0,189.0,485.0,210.0,282.0,326.0,197.0,0.0,120.0,82.0,172.0,116.0,112.0,0.0,0.0,0.0,183.0,800.0,0.0,257.0,0.0,39.0,98.0,129.0,82.0,595.0,355.0,0.0,72.0,134.0,139.0,626.0,240.0,483.0,105.0,210.0,169.0,76.0,116.0
