Year,Replication #,Replication #,DSA 1,DSA 2,DSA 3,DSA 4,DSA 5,DSA 6,DSA 7,DSA 8,DSA 9,DSA 10,DSA 11,DSA 12,DSA 13,DSA 14,DSA 15,DSA 16,DSA 17,DSA 18,DSA 19,DSA 20,DSA 21,DSA 22,DSA 23,DSA 24,DSA 25,DSA 26,DSA 27,DSA 28,DSA 29,DSA 30,DSA 31,DSA 32,DSA 33,DSA 34,DSA 35,DSA 36,DSA 37,DSA 38,DSA 39,DSA 40,DSA 41,DSA 42,DSA 43,DSA 44,DSA 45,DSA 46,DSA 47,DSA 48,DSA 49,DSA 50,DSA 51,DSA 52,DSA 53,DSA 54,DSA 55,DSA 56,DSA 57,DSA 58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,2317.0,1002.0,2899.0,7807.0,72.0,11123.0,2319.0,2538.0,435.0,2080.0,989.0,3167.0,4283.0,2796.0,5024.0,225.0,697.0,8280.0,2970.0,1783.0,3372.0,5909.0,2641.0,4977.0,4510.0,3344.0,0.0,2662.0,1312.0,3166.0,1307.0,1736.0,0.0,0.0,0.0,2161.0,8291.0,0.0,2844.0,0.0,633.0,1240.0,1764.0,1508.0,9620.0,5670.0,0.0,1393.0,2673.0,1612.0,6449.0,3154.0,5848.0,1218.0,2798.0,2650.0,1747.0,2178.0
