Year,Replication #,Replication #,DSA 1,DSA 2,DSA 3,DSA 4,DSA 5,DSA 6,DSA 7,DSA 8,DSA 9,DSA 10,DSA 11,DSA 12,DSA 13,DSA 14,DSA 15,DSA 16,DSA 17,DSA 18,DSA 19,DSA 20,DSA 21,DSA 22,DSA 23,DSA 24,DSA 25,DSA 26,DSA 27,DSA 28,DSA 29,DSA 30,DSA 31,DSA 32,DSA 33,DSA 34,DSA 35,DSA 36,DSA 37,DSA 38,DSA 39,DSA 40,DSA 41,DSA 42,DSA 43,DSA 44,DSA 45,DSA 46,DSA 47,DSA 48,DSA 49,DSA 50,DSA 51,DSA 52,DSA 53,DSA 54,DSA 55,DSA 56,DSA 57,DSA 58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,90.927777787,14.313888893999998,116.36944444299998,406.45000000600015,0.4305555560000001,279.74999999599976,111.45277777299997,165.87499999599999,9.772222220000002,84.30277777599997,7.030555557000001,62.794444452,50.513888882999986,53.67777777999999,140.480555555,22.411111109999997,40.116666668,293.2444444349999,20.15277777699999,74.141666669,89.15277778500007,147.2222222200001,157.43888888400002,157.56944445199997,177.38888889199993,110.78055556700005,0.0,70.87500000399997,29.055555546,248.638888886,32.980555556,138.644444438,0.0,0.0,0.0,96.73333333199997,178.95833333700003,0.0,54.08888889000003,0.0,35.208333335,18.816666667999996,63.891666672999996,119.18333332900002,289.83055554699973,126.52500000099997,0.0,31.799999998000004,146.78055555999998,20.902777780000015,172.33055555899998,84.12777778,128.51111110399992,58.74166667000002,82.29444444399998,132.01944444600005,27.647222222000003,58.136111113000005
