Year,Replication #,Replication #,DSA 1,DSA 2,DSA 3,DSA 4,DSA 5,DSA 6,DSA 7,DSA 8,DSA 9,DSA 10,DSA 11,DSA 12,DSA 13,DSA 14,DSA 15,DSA 16,DSA 17,DSA 18,DSA 19,DSA 20,DSA 21,DSA 22,DSA 23,DSA 24,DSA 25,DSA 26,DSA 27,DSA 28,DSA 29,DSA 30,DSA 31,DSA 32,DSA 33,DSA 34,DSA 35,DSA 36,DSA 37,DSA 38,DSA 39,DSA 40,DSA 41,DSA 42,DSA 43,DSA 44,DSA 45,DSA 46,DSA 47,DSA 48,DSA 49,DSA 50,DSA 51,DSA 52,DSA 53,DSA 54,DSA 55,DSA 56,DSA 57,DSA 58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,71.0,33.0,435.0,1431.0,0.0,1364.0,324.0,476.0,31.0,163.0,18.0,145.0,106.0,73.0,201.0,29.0,52.0,564.0,90.0,133.0,142.0,725.0,372.0,305.0,464.0,174.0,0.0,91.0,57.0,298.0,144.0,177.0,0.0,0.0,0.0,296.0,1304.0,0.0,287.0,0.0,68.0,65.0,187.0,124.0,899.0,485.0,0.0,29.0,120.0,77.0,960.0,394.0,734.0,117.0,186.0,176.0,86.0,124.0
