0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
0.0000e+00	1.0000e+00	2.5000e-02	1.5641e+04	1.7100e+02
0.0000e+00	1.0000e+00	3.8889e-02	1.3947e+04	2.7700e+02
0.0000e+00	1.0000e+00	5.2778e-02	1.0764e+04	3.6800e+02
0.0000e+00	1.0000e+00	1.1944e-01	2.8500e+03	8.0500e+02
0.0000e+00	1.0000e+00	1.2222e-01	9.2740e+03	8.2200e+02
0.0000e+00	1.0000e+00	1.3333e-01	1.1358e+04	8.8800e+02
0.0000e+00	1.0000e+00	1.3611e-01	6.7560e+03	9.0200e+02
0.0000e+00	1.0000e+00	1.3611e-01	1.0420e+04	9.0700e+02
0.0000e+00	1.0000e+00	1.3889e-01	1.0415e+04	9.4500e+02
0.0000e+00	1.0000e+00	1.4167e-01	1.5725e+04	9.5800e+02
0.0000e+00	1.0000e+00	1.4167e-01	8.7970e+03	9.5900e+02
0.0000e+00	1.0000e+00	1.4444e-01	7.6530e+03	9.7000e+02
0.0000e+00	1.0000e+00	1.4722e-01	1.5797e+04	9.8600e+02
0.0000e+00	1.0000e+00	1.5278e-01	1.0891e+04	1.0260e+03
0.0000e+00	1.0000e+00	1.5278e-01	1.0378e+04	1.0320e+03
0.0000e+00	1.0000e+00	1.5833e-01	1.3979e+04	1.0630e+03
0.0000e+00	1.0000e+00	1.6944e-01	1.5982e+04	1.0950e+03
0.0000e+00	1.0000e+00	1.7778e-01	1.7162e+04	1.1470e+03
0.0000e+00	1.0000e+00	1.8056e-01	1.3482e+04	1.1690e+03
0.0000e+00	1.0000e+00	1.8056e-01	1.5035e+04	1.1830e+03
0.0000e+00	1.0000e+00	1.8333e-01	3.8800e+02	1.1940e+03
0.0000e+00	1.0000e+00	1.8611e-01	1.6926e+04	1.2050e+03
0.0000e+00	1.0000e+00	1.8889e-01	1.3564e+04	1.2270e+03
0.0000e+00	1.0000e+00	1.8889e-01	1.6919e+04	1.2320e+03
0.0000e+00	1.0000e+00	1.9167e-01	1.7106e+04	1.2490e+03
0.0000e+00	1.0000e+00	1.9722e-01	1.6092e+04	1.2900e+03
0.0000e+00	1.0000e+00	2.0278e-01	1.7094e+04	1.3160e+03
0.0000e+00	1.0000e+00	2.0556e-01	9.7550e+03	1.3370e+03
0.0000e+00	1.0000e+00	2.0556e-01	1.5963e+04	1.3450e+03
0.0000e+00	1.0000e+00	2.1111e-01	1.7347e+04	1.3750e+03
0.0000e+00	1.0000e+00	2.1389e-01	1.6073e+04	1.4060e+03
0.0000e+00	1.0000e+00	2.2500e-01	1.7380e+04	1.4500e+03
